cuenta_id,nombre,tipo,edad,saldo_inicial,tasa_mensual,interes,saldo_final,anomalia,observacion
103,Diana Prince,prestamo,45,8000.00,0.01500,120.00,8120.00,NO,
103,Bob Johnson,ahorro,30,7000.00,0.00500,35.00,7035.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
104,Steve Rogers,prestamo,25,10000.00,0.01500,150.00,10150.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
104,Steve Rogers,hipoteca,25,5000.00,0.00900,45.00,5045.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
104,Alice Brown,hipoteca,45,7000.00,0.00900,63.00,7063.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
104,Sin identificar,ahorro,25,10000.00,0.00500,50.00,10050.00,SI,Titular sin identificar en el archivo legacy; La cuenta aparece mas de una vez en el archivo con datos distintos
104,Bob Johnson,prestamo,30,12000.00,0.01500,180.00,12180.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
104,Bob Johnson,prestamo,25,10000.00,0.01500,150.00,10150.00,NO,
105,Alice Brown,prestamo,25,8000.00,0.01500,120.00,8120.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
105,Jane Smith,hipoteca,45,12000.00,0.00900,108.00,12108.00,NO,
105,Sin identificar,prestamo,45,10000.00,0.01500,150.00,10150.00,SI,Titular sin identificar en el archivo legacy; La cuenta aparece mas de una vez en el archivo con datos distintos
105,Steve Rogers,ahorro,35,10000.00,0.00500,50.00,10050.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
105,Jane Smith,prestamo,40,8000.00,0.01500,120.00,8120.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
105,Bob Johnson,ahorro,40,8000.00,0.00500,40.00,8040.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
105,Steve Rogers,prestamo,35,10000.00,0.01500,150.00,10150.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
105,Diana Prince,prestamo,25,10000.00,0.01500,150.00,10150.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
105,Alice Brown,prestamo,25,10000.00,0.01500,150.00,10150.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
106,Charlie Green,prestamo,25,8000.00,0.01500,120.00,8120.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
106,Alice Brown,prestamo,40,8000.00,0.01500,120.00,8120.00,NO,
106,John Doe,prestamo,35,12000.00,0.01500,180.00,12180.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
106,Sin identificar,ahorro,30,7000.00,0.00500,35.00,7035.00,SI,Titular sin identificar en el archivo legacy; La cuenta aparece mas de una vez en el archivo con datos distintos
106,Steve Rogers,hipoteca,40,7000.00,0.00900,63.00,7063.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
106,Diana Prince,ahorro,35,10000.00,0.00500,50.00,10050.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
106,Sin identificar,hipoteca,25,8000.00,0.00900,72.00,8072.00,SI,Titular sin identificar en el archivo legacy; La cuenta aparece mas de una vez en el archivo con datos distintos
106,Jane Smith,prestamo,40,12000.00,0.01500,180.00,12180.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
106,Sin identificar,ahorro,25,8000.00,0.00500,40.00,8040.00,SI,Titular sin identificar en el archivo legacy; La cuenta aparece mas de una vez en el archivo con datos distintos
106,John Doe,ahorro,35,5000.00,0.00500,25.00,5025.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
106,Charlie Green,ahorro,35,12000.00,0.00500,60.00,12060.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
107,Steve Rogers,hipoteca,25,5000.00,0.00900,45.00,5045.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
107,Diana Prince,hipoteca,25,8000.00,0.00900,72.00,8072.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
107,Alice Brown,prestamo,40,10000.00,0.01500,150.00,10150.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
107,Alice Brown,prestamo,45,10000.00,0.01500,150.00,10150.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
107,John Doe,hipoteca,35,8000.00,0.00900,72.00,8072.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
107,John Doe,hipoteca,45,12000.00,0.00900,108.00,12108.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
107,Sin identificar,hipoteca,30,12000.00,0.00900,108.00,12108.00,SI,Titular sin identificar en el archivo legacy
107,Steve Rogers,prestamo,25,10000.00,0.01500,150.00,10150.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
108,Alice Brown,hipoteca,25,5000.00,0.00900,45.00,5045.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
108,Alice Brown,ahorro,45,5000.00,0.00500,25.00,5025.00,NO,
108,Jane Smith,prestamo,35,5000.00,0.01500,75.00,5075.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
108,John Doe,prestamo,25,8000.00,0.01500,120.00,8120.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
108,Diana Prince,ahorro,35,10000.00,0.00500,50.00,10050.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
108,Alice Brown,hipoteca,35,8000.00,0.00900,72.00,8072.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
108,John Doe,prestamo,45,8000.00,0.01500,120.00,8120.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
109,Steve Rogers,prestamo,45,5000.00,0.01500,75.00,5075.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
109,Charlie Green,hipoteca,45,7000.00,0.00900,63.00,7063.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
109,John Doe,prestamo,40,7000.00,0.01500,105.00,7105.00,NO,
109,John Doe,hipoteca,25,8000.00,0.00900,72.00,8072.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
109,Alice Brown,hipoteca,40,12000.00,0.00900,108.00,12108.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
109,Diana Prince,hipoteca,45,5000.00,0.00900,45.00,5045.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
110,Alice Brown,hipoteca,25,5000.00,0.00900,45.00,5045.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
110,Steve Rogers,hipoteca,25,10000.00,0.00900,90.00,10090.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
110,Bob Johnson,hipoteca,35,7000.00,0.00900,63.00,7063.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
110,Steve Rogers,prestamo,30,8000.00,0.01500,120.00,8120.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
110,Charlie Green,hipoteca,45,7000.00,0.00900,63.00,7063.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
110,Steve Rogers,ahorro,30,7000.00,0.00500,35.00,7035.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
110,Charlie Green,prestamo,25,10000.00,0.01500,150.00,10150.00,NO,
110,Jane Smith,ahorro,40,7000.00,0.00500,35.00,7035.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
111,John Doe,hipoteca,35,10000.00,0.00900,90.00,10090.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
111,John Doe,hipoteca,40,12000.00,0.00900,108.00,12108.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
111,Steve Rogers,ahorro,35,5000.00,0.00500,25.00,5025.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
111,John Doe,hipoteca,35,5000.00,0.00900,45.00,5045.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
111,Alice Brown,prestamo,45,5000.00,0.01500,75.00,5075.00,NO,
111,Steve Rogers,ahorro,30,10000.00,0.00500,50.00,10050.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
111,Diana Prince,prestamo,30,5000.00,0.01500,75.00,5075.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
112,Bob Johnson,ahorro,25,5000.00,0.00500,25.00,5025.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
112,Bob Johnson,hipoteca,25,8000.00,0.00900,72.00,8072.00,NO,
112,Bob Johnson,ahorro,30,10000.00,0.00500,50.00,10050.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
112,Steve Rogers,prestamo,30,8000.00,0.01500,120.00,8120.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
113,Bob Johnson,prestamo,35,5000.00,0.01500,75.00,5075.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
113,John Doe,prestamo,45,8000.00,0.01500,120.00,8120.00,NO,
113,Alice Brown,hipoteca,35,8000.00,0.00900,72.00,8072.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
113,John Doe,hipoteca,25,8000.00,0.00900,72.00,8072.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
113,Jane Smith,hipoteca,45,8000.00,0.00900,72.00,8072.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
113,Steve Rogers,hipoteca,45,7000.00,0.00900,63.00,7063.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
113,Alice Brown,prestamo,45,10000.00,0.01500,150.00,10150.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
113,Diana Prince,ahorro,35,5000.00,0.00500,25.00,5025.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
114,Diana Prince,hipoteca,40,12000.00,0.00900,108.00,12108.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
114,Jane Smith,ahorro,35,5000.00,0.00500,25.00,5025.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
114,Sin identificar,ahorro,35,8000.00,0.00500,40.00,8040.00,SI,Titular sin identificar en el archivo legacy; La cuenta aparece mas de una vez en el archivo con datos distintos
114,Alice Brown,ahorro,35,7000.00,0.00500,35.00,7035.00,NO,
114,Steve Rogers,hipoteca,45,10000.00,0.00900,90.00,10090.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
115,John Doe,ahorro,35,5000.00,0.00500,25.00,5025.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
115,Bob Johnson,hipoteca,45,8000.00,0.00900,72.00,8072.00,NO,
115,John Doe,prestamo,35,10000.00,0.01500,150.00,10150.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
115,Steve Rogers,hipoteca,25,7000.00,0.00900,63.00,7063.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
115,Bob Johnson,hipoteca,35,7000.00,0.00900,63.00,7063.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
115,Bob Johnson,hipoteca,45,10000.00,0.00900,90.00,10090.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
115,Charlie Green,prestamo,35,5000.00,0.01500,75.00,5075.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
115,Alice Brown,hipoteca,40,8000.00,0.00900,72.00,8072.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
116,John Doe,hipoteca,30,7000.00,0.00900,63.00,7063.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
116,Steve Rogers,hipoteca,40,7000.00,0.00900,63.00,7063.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
116,Sin identificar,prestamo,25,12000.00,0.01500,180.00,12180.00,SI,Titular sin identificar en el archivo legacy
117,Sin identificar,ahorro,45,5000.00,0.00500,25.00,5025.00,SI,Titular sin identificar en el archivo legacy; La cuenta aparece mas de una vez en el archivo con datos distintos
117,Diana Prince,prestamo,30,12000.00,0.01500,180.00,12180.00,NO,
117,Bob Johnson,ahorro,40,7000.00,0.00500,35.00,7035.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
118,John Doe,prestamo,40,8000.00,0.01500,120.00,8120.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
118,Bob Johnson,hipoteca,45,10000.00,0.00900,90.00,10090.00,NO,
118,Diana Prince,prestamo,40,7000.00,0.01500,105.00,7105.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
118,Jane Smith,ahorro,45,10000.00,0.00500,50.00,10050.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
118,Jane Smith,ahorro,35,12000.00,0.00500,60.00,12060.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
118,John Doe,prestamo,35,7000.00,0.01500,105.00,7105.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
119,Sin identificar,prestamo,40,5000.00,0.01500,75.00,5075.00,SI,Titular sin identificar en el archivo legacy; La cuenta aparece mas de una vez en el archivo con datos distintos
119,Diana Prince,ahorro,40,10000.00,0.00500,50.00,10050.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
119,John Doe,prestamo,35,5000.00,0.01500,75.00,5075.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
119,Steve Rogers,prestamo,40,8000.00,0.01500,120.00,8120.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
119,Charlie Green,hipoteca,35,5000.00,0.00900,45.00,5045.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
119,Diana Prince,hipoteca,25,10000.00,0.00900,90.00,10090.00,NO,
120,Steve Rogers,ahorro,30,7000.00,0.00500,35.00,7035.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
120,Steve Rogers,hipoteca,40,5000.00,0.00900,45.00,5045.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
120,Jane Smith,hipoteca,45,7000.00,0.00900,63.00,7063.00,NO,
120,Jane Smith,hipoteca,40,5000.00,0.00900,45.00,5045.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
120,Jane Smith,prestamo,40,5000.00,0.01500,75.00,5075.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
120,John Doe,prestamo,30,7000.00,0.01500,105.00,7105.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
121,Steve Rogers,prestamo,35,5000.00,0.01500,75.00,5075.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
121,Bob Johnson,hipoteca,35,8000.00,0.00900,72.00,8072.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
121,Alice Brown,hipoteca,35,12000.00,0.00900,108.00,12108.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
121,Bob Johnson,hipoteca,30,7000.00,0.00900,63.00,7063.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
121,Alice Brown,hipoteca,25,5000.00,0.00900,45.00,5045.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
121,John Doe,hipoteca,45,12000.00,0.00900,108.00,12108.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
121,Jane Smith,hipoteca,40,12000.00,0.00900,108.00,12108.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
121,Diana Prince,prestamo,45,7000.00,0.01500,105.00,7105.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
121,Alice Brown,ahorro,45,8000.00,0.00500,40.00,8040.00,NO,
122,Jane Smith,prestamo,25,12000.00,0.01500,180.00,12180.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
122,Alice Brown,hipoteca,45,10000.00,0.00900,90.00,10090.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
122,Bob Johnson,hipoteca,40,7000.00,0.00900,63.00,7063.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
122,Sin identificar,ahorro,30,10000.00,0.00500,50.00,10050.00,SI,Titular sin identificar en el archivo legacy; La cuenta aparece mas de una vez en el archivo con datos distintos
122,Alice Brown,ahorro,30,5000.00,0.00500,25.00,5025.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
122,Bob Johnson,ahorro,40,10000.00,0.00500,50.00,10050.00,NO,
122,Steve Rogers,ahorro,40,10000.00,0.00500,50.00,10050.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
122,Diana Prince,ahorro,35,10000.00,0.00500,50.00,10050.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
122,Charlie Green,hipoteca,45,10000.00,0.00900,90.00,10090.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
122,Diana Prince,ahorro,30,8000.00,0.00500,40.00,8040.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
122,Bob Johnson,ahorro,40,5000.00,0.00500,25.00,5025.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
122,Sin identificar,prestamo,45,12000.00,0.01500,180.00,12180.00,SI,Titular sin identificar en el archivo legacy; La cuenta aparece mas de una vez en el archivo con datos distintos
123,John Doe,ahorro,25,5000.00,0.00500,25.00,5025.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
123,Alice Brown,hipoteca,35,12000.00,0.00900,108.00,12108.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
123,Bob Johnson,hipoteca,40,12000.00,0.00900,108.00,12108.00,NO,
123,Bob Johnson,ahorro,25,5000.00,0.00500,25.00,5025.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
123,John Doe,prestamo,25,7000.00,0.01500,105.00,7105.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
123,Diana Prince,ahorro,25,10000.00,0.00500,50.00,10050.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
123,Bob Johnson,ahorro,45,5000.00,0.00500,25.00,5025.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
123,Sin identificar,prestamo,35,10000.00,0.01500,150.00,10150.00,SI,Titular sin identificar en el archivo legacy; La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
123,Steve Rogers,hipoteca,35,12000.00,0.00900,108.00,12108.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
123,Alice Brown,ahorro,35,7000.00,0.00500,35.00,7035.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
124,John Doe,prestamo,30,7000.00,0.01500,105.00,7105.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
124,Steve Rogers,hipoteca,25,8000.00,0.00900,72.00,8072.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
124,Sin identificar,hipoteca,35,12000.00,0.00900,108.00,12108.00,SI,Titular sin identificar en el archivo legacy; La cuenta aparece mas de una vez en el archivo con datos distintos
124,Bob Johnson,prestamo,25,10000.00,0.01500,150.00,10150.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
124,Jane Smith,prestamo,45,10000.00,0.01500,150.00,10150.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
124,Diana Prince,ahorro,45,12000.00,0.00500,60.00,12060.00,NO,
124,Bob Johnson,hipoteca,35,12000.00,0.00900,108.00,12108.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
125,John Doe,prestamo,25,7000.00,0.01500,105.00,7105.00,NO,
125,Diana Prince,prestamo,35,5000.00,0.01500,75.00,5075.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
126,Diana Prince,ahorro,45,5000.00,0.00500,25.00,5025.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
126,Alice Brown,hipoteca,25,7000.00,0.00900,63.00,7063.00,NO,
126,John Doe,ahorro,45,5000.00,0.00500,25.00,5025.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
126,Bob Johnson,prestamo,35,12000.00,0.01500,180.00,12180.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
126,Alice Brown,prestamo,40,5000.00,0.01500,75.00,5075.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
126,Jane Smith,ahorro,40,7000.00,0.00500,35.00,7035.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
127,Bob Johnson,ahorro,30,5000.00,0.00500,25.00,5025.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
127,Diana Prince,ahorro,30,8000.00,0.00500,40.00,8040.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
127,Steve Rogers,ahorro,45,5000.00,0.00500,25.00,5025.00,NO,
128,Diana Prince,ahorro,35,8000.00,0.00500,40.00,8040.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
128,John Doe,ahorro,40,12000.00,0.00500,60.00,12060.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
128,Sin identificar,prestamo,30,10000.00,0.01500,150.00,10150.00,SI,Titular sin identificar en el archivo legacy; La cuenta aparece mas de una vez en el archivo con datos distintos
128,Diana Prince,prestamo,35,7000.00,0.01500,105.00,7105.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
128,Diana Prince,ahorro,40,8000.00,0.00500,40.00,8040.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
128,Jane Smith,ahorro,35,8000.00,0.00500,40.00,8040.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
128,John Doe,prestamo,30,5000.00,0.01500,75.00,5075.00,NO,
129,Jane Smith,prestamo,25,10000.00,0.01500,150.00,10150.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
129,Bob Johnson,prestamo,45,12000.00,0.01500,180.00,12180.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
129,Steve Rogers,ahorro,45,7000.00,0.00500,35.00,7035.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
129,Steve Rogers,ahorro,40,7000.00,0.00500,35.00,7035.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
129,Alice Brown,ahorro,45,5000.00,0.00500,25.00,5025.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
129,Steve Rogers,prestamo,35,5000.00,0.01500,75.00,5075.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
129,Steve Rogers,hipoteca,45,10000.00,0.00900,90.00,10090.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
129,Sin identificar,prestamo,35,10000.00,0.01500,150.00,10150.00,SI,Titular sin identificar en el archivo legacy
129,Diana Prince,ahorro,45,8000.00,0.00500,40.00,8040.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
130,Steve Rogers,hipoteca,45,12000.00,0.00900,108.00,12108.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
130,Jane Smith,prestamo,45,10000.00,0.01500,150.00,10150.00,NO,
130,Steve Rogers,prestamo,45,5000.00,0.01500,75.00,5075.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos; Titular repetido con los mismos datos en otra cuenta
130,John Doe,prestamo,25,5000.00,0.01500,75.00,5075.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
130,Diana Prince,hipoteca,45,12000.00,0.00900,108.00,12108.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
130,Steve Rogers,ahorro,30,5000.00,0.00500,25.00,5025.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
130,John Doe,hipoteca,35,5000.00,0.00900,45.00,5045.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
130,Jane Smith,prestamo,25,8000.00,0.01500,120.00,8120.00,SI,La cuenta aparece mas de una vez en el archivo con datos distintos
